image|parts|damages|suggestions
535.jpg|[33]|[5]|[1]
236.jpg|[11]|[1]|[1]
840.jpg|[12, 33, 12, 33]|[1, 1, 5, 5]|[2, 2, 2, 2]
787.jpg|[19]|[6]|[2]
983.jpg|[20]|[6]|[2]
960.jpg|[36]|[1]|[1]
545.jpg|[33]|[1]|[1]
528.jpg|[33, 33, 12, 12, 10, 10, 33, 33, 12, 12, 10, 10]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
639.jpg|[33]|[6]|[1]
825.jpg|[33]|[5]|[1]
177.jpg|[34]|[5]|[1]
508.jpg|[33, 33, 12, 12, 3, 3, 10, 10, 33, 33, 12, 12, 3, 3, 10, 10]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
945.jpg|[14, 14, 34, 34, 20, 20, 14, 14, 34, 34, 20, 20, 14, 14, 34, 34, 20, 20]|[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
732.jpg|[40]|[6]|[1]
147.jpg|[31]|[6]|[2]
15.jpg|[9, 9, 33, 33, 11, 11, 15, 15]|[6, 6, 6, 6, 6, 6, 6, 6]|[2, 1, 2, 1, 2, 1, 2, 1]
806.jpg|[33]|[5]|[1]
799.jpg|[32]|[6]|[2]
965.jpg|[33]|[5]|[1]
749.jpg|[11]|[1]|[1]
548.jpg|[40]|[6]|[1]
45.jpg|[38]|[1]|[1]
854.jpg|[36]|[1]|[1]
51.jpg|[40]|[6]|[1]
309.jpg|[21]|[1]|[1]
516.jpg|[31]|[6]|[2]
709.jpg|[31]|[6]|[2]
521.jpg|[40]|[6]|[1]
465.jpg|[31]|[6]|[2]
436.jpg|[3, 3, 31, 31, 7, 7, 3, 3, 31, 31, 7, 7]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
823.jpg|[3, 3, 10, 10, 33, 33, 3, 3, 10, 10, 33, 33]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
567.jpg|[40]|[6]|[1]
884.jpg|[40]|[6]|[1]
185.jpg|[11, 33, 11, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
880.jpg|[12]|[1]|[1]
245.jpg|[33, 33, 12, 12, 3, 3, 8, 8, 10, 10, 33, 33, 12, 12, 3, 3, 8, 8, 10, 10, 33, 33, 12, 12, 3, 3, 8, 8, 10, 10]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
402.jpg|[32]|[1]|[1]
183.jpg|[11]|[1]|[1]
153.jpg|[3, 3, 12, 12, 33, 33, 10, 10, 3, 3, 12, 12, 33, 33, 10, 10, 3, 3, 12, 12, 33, 33, 10, 10, 3, 3, 12, 12, 33, 33, 10, 10]|[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
683.jpg|[31]|[6]|[2]
1009.jpg|[33]|[5]|[1]
148.jpg|[40]|[6]|[1]
1024.jpg|[36]|[1]|[1]
667.jpg|[33]|[5]|[1]
181.jpg|[31]|[6]|[2]
247.jpg|[31]|[6]|[2]
964.jpg|[13, 13, 34, 34, 20, 20, 13, 13, 34, 34, 20, 20, 13, 13, 34, 34, 20, 20]|[2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
1010.jpg|[9]|[6]|[2]
675.jpg|[11, 33]|[1, 1]|[1, 1]
470.jpg|[35]|[1]|[1]
722.jpg|[33, 33, 10, 10, 33, 33, 10, 10]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
574.jpg|[33]|[5]|[1]
510.jpg|[3, 3, 39, 39, 3, 3, 39, 39]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
338.jpg|[25, 35, 25, 35]|[1, 1, 2, 2]|[1, 1, 1, 1]
817.jpg|[33, 11]|[5, 5]|[1, 1]
640.jpg|[34]|[5]|[1]
718.jpg|[34, 34, 13, 13, 20, 20, 34, 34, 13, 13, 20, 20]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
912.jpg|[31]|[6]|[2]
702.jpg|[38]|[5]|[1]
329.jpg|[12, 12, 33, 33, 12, 12, 33, 33]|[2, 2, 2, 2, 3, 3, 3, 3]|[2, 1, 2, 1, 2, 1, 2, 1]
861.jpg|[34]|[1]|[1]
206.jpg|[31]|[6]|[2]
314.jpg|[38, 36, 38, 36]|[1, 1, 2, 2]|[1, 1, 1, 1]
350.jpg|[35, 25]|[5, 5]|[1, 1]
145.jpg|[38, 14]|[5, 5]|[1, 1]
136.jpg|[33]|[1]|[1]
393.jpg|[31]|[6]|[2]
939.jpg|[38, 14]|[1, 1]|[1, 1]
260.jpg|[32]|[6]|[2]
96.jpg|[11]|[1]|[1]
940.jpg|[31]|[6]|[2]
1003.jpg|[33, 9, 33, 9]|[3, 3, 5, 5]|[2, 2, 2, 2]
1078.jpg|[40]|[6]|[1]
669.jpg|[34]|[5]|[1]
1001.jpg|[21, 21, 34, 34, 20, 20, 21, 21, 34, 34, 20, 20, 21, 21, 34, 34, 20, 20]|[1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
488.jpg|[21]|[1]|[1]
401.jpg|[40]|[6]|[1]
1011.jpg|[33]|[5]|[1]
137.jpg|[33]|[6]|[1]
317.jpg|[12, 12, 36, 36, 16, 16, 12, 12, 36, 36, 16, 16, 12, 12, 36, 36, 16, 16]|[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
591.jpg|[33]|[5]|[1]
235.jpg|[33]|[1]|[1]
555.jpg|[12, 12, 33, 33, 40, 40, 12, 12, 33, 33, 40, 40, 12, 12, 33, 33, 40, 40]|[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
114.jpg|[33]|[1]|[1]
615.jpg|[33]|[5]|[1]
1127.jpg|[11, 33, 11, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
141.jpg|[31]|[6]|[2]
456.jpg|[12, 36]|[5, 5]|[1, 1]
692.jpg|[31]|[6]|[2]
921.jpg|[33]|[5]|[1]
757.jpg|[34]|[1]|[1]
413.jpg|[31]|[6]|[2]
777.jpg|[34, 34, 19, 19, 34, 34, 19, 19, 34, 34, 19, 19]|[1, 1, 1, 1, 5, 5, 5, 5, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
327.jpg|[35, 25, 13]|[1, 1, 1]|[1, 1, 1]
419.jpg|[14, 38, 25]|[1, 1, 1]|[1, 1, 1]
227.jpg|[40]|[6]|[1]
768.jpg|[40]|[6]|[1]
661.jpg|[11, 40, 11, 40]|[3, 3, 6, 6]|[2, 2, 2, 2]
688.jpg|[34, 13, 21, 19, 32, 34, 13, 21, 19, 32]|[2, 2, 2, 2, 2, 6, 6, 6, 6, 6]|[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
103.jpg|[33]|[5]|[1]
323.jpg|[34]|[1]|[1]
1101.jpg|[32]|[6]|[2]
561.jpg|[3, 31, 3, 31]|[2, 2, 6, 6]|[2, 2, 2, 2]
726.jpg|[34]|[5]|[1]
367.jpg|[36]|[1]|[1]
42.jpg|[33]|[5]|[1]
80.jpg|[9]|[6]|[2]
529.jpg|[36, 14, 25, 36, 14, 25]|[1, 1, 1, 2, 2, 2]|[1, 1, 1, 1, 1, 1]
426.jpg|[12, 33, 12, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
1044.jpg|[14, 14, 20, 20, 14, 14, 20, 20]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
242.jpg|[34, 13, 37, 25]|[1, 1, 1, 1]|[1, 1, 1, 1]
713.jpg|[33, 33, 10, 10]|[4, 4, 4, 4]|[1, 2, 1, 2]
1124.jpg|[9, 9, 33, 33]|[6, 6, 6, 6]|[2, 1, 2, 1]
788.jpg|[13]|[1]|[1]
944.jpg|[35, 11, 40, 35, 11, 40]|[1, 1, 1, 6, 6, 6]|[1, 1, 1, 1, 1, 1]
793.jpg|[33, 33, 10, 10, 2, 2, 33, 33, 10, 10, 2, 2]|[4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
734.jpg|[34]|[5]|[1]
474.jpg|[14, 34, 14, 34]|[1, 1, 5, 5]|[1, 1, 1, 1]
154.jpg|[36, 36, 25, 25, 11, 11, 36, 36, 25, 25, 11, 11]|[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
459.jpg|[14, 38]|[1, 1]|[1, 1]
794.jpg|[11, 11, 7, 7, 35, 35, 33, 33, 11, 11, 7, 7, 35, 35, 33, 33, 11, 11, 7, 7, 35, 35, 33, 33]|[1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
797.jpg|[32]|[6]|[2]
434.jpg|[20]|[6]|[2]
178.jpg|[38, 25, 14, 34]|[1, 1, 1, 1]|[1, 1, 1, 1]
122.jpg|[33, 33, 11, 11, 3, 3, 9, 9, 33, 33, 11, 11, 3, 3, 9, 9, 33, 33, 11, 11, 3, 3, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
267.jpg|[10, 33]|[6, 6]|[2, 2]
835.jpg|[37, 13, 25]|[1, 1, 1]|[1, 1, 1]
13.jpg|[10]|[6]|[2]
390.jpg|[3]|[1]|[1]
556.jpg|[14, 38]|[5, 5]|[1, 1]
1059.jpg|[31]|[6]|[2]
839.jpg|[31]|[5]|[1]
867.jpg|[33]|[5]|[1]
652.jpg|[40]|[6]|[1]
271.jpg|[40]|[6]|[1]
517.jpg|[38, 36, 25]|[5, 5, 5]|[1, 1, 1]
68.jpg|[31]|[6]|[2]
1028.jpg|[13]|[1]|[1]
1019.jpg|[14]|[5]|[1]
308.jpg|[14]|[4]|[1]
629.jpg|[11, 11, 33, 33, 9, 9, 11, 11, 33, 33, 9, 9, 11, 11, 33, 33, 9, 9]|[2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
457.jpg|[11, 35, 40, 11, 35, 40]|[1, 1, 1, 6, 6, 6]|[1, 1, 1, 1, 1, 1]
822.jpg|[33, 33, 16, 16, 33, 33, 16, 16]|[5, 5, 5, 5, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
251.jpg|[33, 33, 3, 3, 11, 11, 9, 9, 33, 33, 3, 3, 11, 11, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
908.jpg|[34]|[1]|[1]
438.jpg|[13, 37, 13, 37]|[1, 1, 5, 5]|[1, 1, 1, 1]
894.jpg|[21]|[1]|[1]
143.jpg|[52]|[6]|[2]
562.jpg|[25, 37, 40, 25, 37, 40]|[5, 5, 5, 6, 6, 6]|[1, 1, 1, 1, 1, 1]
584.jpg|[12, 12, 3, 3, 31, 31, 12, 12, 3, 3, 31, 31, 12, 12, 3, 3, 31, 31]|[3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]|[2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]
961.jpg|[25]|[1]|[1]
949.jpg|[12]|[4]|[1]
744.jpg|[40]|[6]|[1]
712.jpg|[33]|[5]|[1]
208.jpg|[31]|[6]|[2]
490.jpg|[34, 34, 14, 14, 21, 21, 20, 20, 34, 34, 14, 14, 21, 21, 20, 20, 34, 34, 14, 14, 21, 21, 20, 20]|[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
899.jpg|[34]|[5]|[1]
220.jpg|[34]|[1]|[1]
1031.jpg|[40]|[6]|[2]
1067.jpg|[31]|[6]|[2]
612.jpg|[11]|[5]|[1]
31.jpg|[33]|[5]|[1]
771.jpg|[37]|[1]|[1]
809.jpg|[33]|[4]|[1]
389.jpg|[14]|[5]|[1]
583.jpg|[3, 3, 12, 12, 10, 10, 3, 3, 12, 12, 10, 10]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
1026.jpg|[14]|[1]|[1]
901.jpg|[52]|[6]|[2]
711.jpg|[37, 35]|[5, 5]|[1, 1]
769.jpg|[37, 25, 13]|[5, 5, 5]|[1, 1, 1]
942.jpg|[14]|[5]|[1]
374.jpg|[34, 34, 14, 14, 20, 20, 34, 34, 14, 14, 20, 20]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
193.jpg|[33]|[5]|[1]
568.jpg|[31]|[6]|[2]
551.jpg|[33]|[3]|[1]
546.jpg|[35, 35, 37, 37, 13, 13, 40, 40, 35, 35, 37, 37, 13, 13, 40, 40]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
1096.jpg|[3, 3, 9, 9, 3, 3, 9, 9]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
310.jpg|[33]|[5]|[1]
922.jpg|[33]|[5]|[1]
774.jpg|[34]|[5]|[1]
95.jpg|[33]|[6]|[1]
848.jpg|[31]|[6]|[2]
566.jpg|[52]|[6]|[2]
671.jpg|[12, 33, 12, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
415.jpg|[11, 11, 9, 9, 33, 33, 11, 11, 9, 9, 33, 33]|[2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6]|[2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]
668.jpg|[31]|[6]|[2]
968.jpg|[14]|[1]|[1]
214.jpg|[20]|[6]|[2]
578.jpg|[21]|[2]|[1]
600.jpg|[13]|[5]|[1]
358.jpg|[34, 34, 18, 18, 34, 34, 18, 18]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
340.jpg|[19]|[6]|[2]
597.jpg|[28, 28, 36, 36, 28, 28, 36, 36]|[3, 3, 3, 3, 5, 5, 5, 5]|[2, 1, 2, 1, 2, 1, 2, 1]
425.jpg|[31]|[6]|[2]
70.jpg|[9]|[6]|[2]
46.jpg|[11, 33, 11, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
527.jpg|[34, 14]|[1, 1]|[1, 1]
218.jpg|[14]|[1]|[1]
386.jpg|[10]|[6]|[2]
988.jpg|[33]|[6]|[2]
919.jpg|[33]|[5]|[1]
878.jpg|[13]|[1]|[1]
24.jpg|[40]|[6]|[2]
500.jpg|[20]|[6]|[1]
559.jpg|[12, 33, 12, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
384.jpg|[33]|[6]|[2]
651.jpg|[12, 12, 33, 33, 10, 10, 12, 12, 33, 33, 10, 10, 12, 12, 33, 33, 10, 10]|[1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
216.jpg|[21]|[1]|[1]
1048.jpg|[12, 12, 25, 25, 36, 36, 40, 40, 12, 12, 25, 25, 36, 36, 40, 40, 12, 12, 25, 25, 36, 36, 40, 40]|[1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
276.jpg|[12, 12, 10, 10, 33, 33, 12, 12, 10, 10, 33, 33]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
973.jpg|[34]|[4]|[1]
750.jpg|[25, 43]|[1, 1]|[1, 1]
184.jpg|[31]|[6]|[2]
150.jpg|[33]|[5]|[1]
764.jpg|[11, 33, 11, 33]|[1, 1, 5, 5]|[1, 1, 1, 1]
725.jpg|[11, 11, 15, 15, 11, 11, 15, 15]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
682.jpg|[13]|[1]|[1]
359.jpg|[33]|[5]|[1]
442.jpg|[3, 3, 33, 33, 9, 9, 3, 3, 33, 33, 9, 9, 3, 3, 33, 33, 9, 9]|[1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
707.jpg|[11, 33]|[6, 6]|[2, 2]
1037.jpg|[32]|[6]|[2]
72.jpg|[11]|[1]|[1]
40.jpg|[25]|[2]|[1]
742.jpg|[33]|[1]|[1]
53.jpg|[33, 33, 9, 9, 33, 33, 9, 9]|[5, 5, 5, 5, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
440.jpg|[31]|[6]|[2]
87.jpg|[11]|[5]|[1]
91.jpg|[31]|[6]|[2]
1131.jpg|[14]|[1]|[1]
585.jpg|[33]|[3]|[1]
388.jpg|[34, 34, 19, 19, 34, 34, 19, 19]|[5, 5, 5, 5, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
305.jpg|[33]|[5]|[1]
301.jpg|[19]|[6]|[2]
513.jpg|[3]|[1]|[1]
443.jpg|[33, 40, 33, 40]|[5, 5, 6, 6]|[1, 1, 1, 1]
382.jpg|[40]|[6]|[1]
1005.jpg|[34]|[1]|[1]
207.jpg|[12]|[5]|[1]
947.jpg|[40]|[6]|[1]
553.jpg|[20]|[6]|[2]
1069.jpg|[33, 33, 9, 9, 33, 33, 9, 9]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
115.jpg|[31]|[6]|[2]
69.jpg|[34]|[5]|[1]
113.jpg|[10, 10, 33, 33, 2, 2]|[6, 6, 6, 6, 6, 6]|[2, 1, 2, 1, 2, 1]
416.jpg|[31]|[6]|[2]
662.jpg|[20]|[6]|[2]
21.jpg|[11, 11, 3, 3, 33, 33, 9, 9, 11, 11, 3, 3, 33, 33, 9, 9, 11, 11, 3, 3, 33, 33, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
312.jpg|[34]|[1]|[1]
900.jpg|[21, 21, 34, 34, 20, 20, 21, 21, 34, 34, 20, 20]|[1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
33.jpg|[12]|[5]|[1]
850.jpg|[37]|[1]|[1]
478.jpg|[33, 33, 12, 12, 2, 2, 10, 10, 33, 33, 12, 12, 2, 2, 10, 10]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
512.jpg|[40]|[6]|[1]
739.jpg|[31]|[6]|[2]
463.jpg|[34]|[1]|[1]
343.jpg|[14]|[1]|[1]
403.jpg|[14, 38]|[1, 1]|[1, 1]
790.jpg|[35, 11]|[5, 5]|[1, 1]
429.jpg|[40]|[6]|[1]
881.jpg|[33]|[4]|[1]
865.jpg|[11, 33]|[5, 5]|[1, 1]
820.jpg|[40]|[6]|[1]
606.jpg|[33]|[5]|[1]
125.jpg|[45]|[6]|[2]
494.jpg|[34]|[1]|[1]
275.jpg|[20]|[6]|[2]
1012.jpg|[33]|[5]|[1]
515.jpg|[11, 11, 3, 3, 33, 33, 9, 9, 11, 11, 3, 3, 33, 33, 9, 9, 11, 11, 3, 3, 33, 33, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
783.jpg|[34]|[5]|[1]
617.jpg|[10, 10, 33, 33]|[6, 6, 6, 6]|[2, 1, 2, 1]
81.jpg|[34]|[5]|[1]
424.jpg|[40]|[6]|[1]
243.jpg|[47]|[6]|[2]
241.jpg|[33, 33, 3, 3, 11, 11, 9, 9, 33, 33, 3, 3, 11, 11, 9, 9, 33, 33, 3, 3, 11, 11, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
987.jpg|[32]|[6]|[2]
756.jpg|[12, 12, 33, 33, 36, 36, 10, 10, 12, 12, 33, 33, 36, 36, 10, 10]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
334.jpg|[33, 33, 9, 9, 33, 33, 9, 9]|[1, 1, 1, 1, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
290.jpg|[33]|[5]|[1]
904.jpg|[38, 36]|[5, 5]|[1, 1]
653.jpg|[37]|[1]|[1]
819.jpg|[33, 33, 11, 11, 3, 3, 9, 9, 33, 33, 11, 11, 3, 3, 9, 9]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
1091.jpg|[33]|[5]|[1]
906.jpg|[33, 12, 33, 12]|[1, 1, 5, 5]|[1, 1, 1, 1]
697.jpg|[33]|[5]|[1]
905.jpg|[32]|[6]|[2]
469.jpg|[31]|[6]|[2]
5.jpg|[32]|[6]|[2]
172.jpg|[34]|[1]|[1]
1036.jpg|[40]|[6]|[1]
685.jpg|[13]|[5]|[1]
349.jpg|[34]|[1]|[1]
895.jpg|[13, 37]|[5, 5]|[1, 1]
534.jpg|[33, 12]|[5, 5]|[1, 1]
957.jpg|[11, 11, 3, 3, 33, 33, 10, 10, 1, 1, 11, 11, 3, 3, 33, 33, 10, 10, 1, 1, 11, 11, 3, 3, 33, 33, 10, 10, 1, 1]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
537.jpg|[9, 9, 33, 33]|[6, 6, 6, 6]|[2, 1, 2, 1]
29.jpg|[33, 33, 9, 9, 33, 33, 9, 9]|[2, 2, 2, 2, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
724.jpg|[33, 33, 2, 2, 33, 33, 2, 2]|[5, 5, 5, 5, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2]
348.jpg|[12]|[1]|[2]
117.jpg|[13, 13, 34, 34, 19, 19, 13, 13, 34, 34, 19, 19, 13, 13, 34, 34, 19, 19]|[2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
466.jpg|[34]|[1]|[1]
645.jpg|[31]|[6]|[2]
99.jpg|[31]|[6]|[2]
461.jpg|[33, 33, 3, 3, 10, 10, 39, 39, 33, 33, 3, 3, 10, 10, 39, 39]|[1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6]|[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]
291.jpg|[33]|[5]|[1]
127.jpg|[31]|[6]|[2]
213.jpg|[36]|[2]|[2]
504.jpg|[9]|[6]|[2]
745.jpg|[31]|[6]|[2]
146.jpg|[14]|[5]|[1]
